NEWS CHANNEL,#genre#
AMC US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1083/index.m3u8
BBC America,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1092/index.m3u8
BNN Bloomberg HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6465/index.m3u8
Cartoon Network CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6508/index.m3u8
CBC News Network HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6442/index.m3u8
CBC St. John's,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6422/index.m3u8
CBC Toronto CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6497/index.m3u8
CBC Toronto HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6513/index.m3u8
CBS Buffalo HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6534/index.m3u8
CBS New York,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/903/index.m3u8
CBS SPORTS NETWORK US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7324/index.m3u8
CHCH HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6432/index.m3u8
CINEMAX ACTION MAX EAST US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6156/index.m3u8
CINEMAX MOVIEMAX US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6155/index.m3u8
CINEMAX OUTER MAX US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6154/index.m3u8
CINEMAX THRILLERMAX HD US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6153/index.m3u8
CINEMAXX MORE MAXX US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6152/index.m3u8
City TV Toronto HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6429/index.m3u8
CMT Canada CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6448/index.m3u8
CNBC,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/962/index.m3u8
CNBC Canada CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6482/index.m3u8
CNN CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6499/index.m3u8
CNN HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6538/index.m3u8
CP 24 CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6501/index.m3u8
CPAC English CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6494/index.m3u8
CPAC French CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6523/index.m3u8
Crime + Investigation CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6506/index.m3u8
CTV Comedy HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6454/index.m3u8
CTV Drama HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6450/index.m3u8
CTV News Channel HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6468/index.m3u8
CTV SCI-FI HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6459/index.m3u8
CTV Toronto CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6496/index.m3u8
CTV Two Atlantic CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6423/index.m3u8
Discovery Channel US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2487/index.m3u8
Discovery Channel HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6452/index.m3u8
Disney Channel HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6490/index.m3u8
Disney Junior CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6489/index.m3u8
Disney XD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1082/index.m3u8
Disney XD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6503/index.m3u8
DIY Network CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6488/index.m3u8
DTour HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6463/index.m3u8
E! Entertainment HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6469/index.m3u8
Family HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6460/index.m3u8
Family Jr. HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6474/index.m3u8
Food Network,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1107/index.m3u8
Fox 5 WNYW,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1086/index.m3u8
FOX SPORTS 1 US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7322/index.m3u8
FOX SPORTS 2 US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7323/index.m3u8
FX HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6435/index.m3u8
FXM en,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1106/index.m3u8
FXX HDTV CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6470/index.m3u8
Game TV CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6476/index.m3u8
Global Toronto HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6427/index.m3u8
Golf Channel HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6481/index.m3u8
Hallmark Movies & Mysteries HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1075/index.m3u8
Headline News HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6483/index.m3u8
HGTV Canada CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6525/index.m3u8
HGTV HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6456/index.m3u8
HGTV HD US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1084/index.m3u8
History HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6453/index.m3u8
History Television CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6520/index.m3u8
HLN CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6500/index.m3u8
ICI Radio-Canada Télé CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6515/index.m3u8
ICI RDI CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6530/index.m3u8
ICI RDI HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6425/index.m3u8
Ion Television,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/901/index.m3u8
Lifetime HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6484/index.m3u8
Live Well Network,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1089/index.m3u8
Makeful CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6495/index.m3u8
MAVTV HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1074/index.m3u8
MeTV,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1096/index.m3u8
MLB Network HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6512/index.m3u8
MOTORTREND,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1091/index.m3u8
MovieTime HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6486/index.m3u8
MSG 2 US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7326/index.m3u8
MSG US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7325/index.m3u8
My9NJ,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1088/index.m3u8
NatGeo HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6485/index.m3u8
NatGeo Wild HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6473/index.m3u8
NBA TV HD US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7226/index.m3u8
NBC,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1081/index.m3u8
NBC SPORTS NETWORK US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7327/index.m3u8
NESN HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/11109/index.m3u8
NFL Network HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6480/index.m3u8
NHL Network US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7225/index.m3u8
NHL Network US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7328/index.m3u8
Nickelodeon CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6504/index.m3u8
NJTV,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1095/index.m3u8
NYCTV Life,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/902/index.m3u8
OLN HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6447/index.m3u8
OMNI.1 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6428/index.m3u8
OMNI.2 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6434/index.m3u8
OWN HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6475/index.m3u8
PBS Buffalo CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6518/index.m3u8
Peachtree CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6527/index.m3u8
Peachtree TV HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6457/index.m3u8
SBN,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1097/index.m3u8
Showcase CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6526/index.m3u8
Showcase HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6449/index.m3u8
Slice HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6451/index.m3u8
TBS,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1103/index.m3u8
Telemundo,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1080/index.m3u8
TENNIS HD US,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6096/index.m3u8
THIRTEEN,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1093/index.m3u8
TLC,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1105/index.m3u8
TNT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1102/index.m3u8
tru TV,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1085/index.m3u8
UniMÁS,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1100/index.m3u8
Univision,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1099/index.m3u8
USA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1101/index.m3u8
Vision TV CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6467/index.m3u8
W Network HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6443/index.m3u8
WLIW21,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1094/index.m3u8
WMBC Digital Television,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1098/index.m3u8
WNLO Buffalo CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6517/index.m3u8
WPIX-TV,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1090/index.m3u8
Yes TV HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6431/index.m3u8
YTV HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6441/index.m3u8

USA SPORTS,#genre#
Bally Sports Arizona Alternate,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31000/index.m3u8
Bally Sports Arizona Plus,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31001/index.m3u8
Bally Sports Detroit,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31003/index.m3u8
Bally Sports Detroit Plus,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31004/index.m3u8
Bally Sports Florida,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31005/index.m3u8
Bally Sports Florida Plus,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31006/index.m3u8
Bally Sports Great Lakes,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31007/index.m3u8
Bally Sports Midwest,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31010/index.m3u8
Bally Sports Midwest Alternate,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31013/index.m3u8
Bally Sports New Orleans,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31015/index.m3u8
Bally Sports North,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31017/index.m3u8
Bally Sports Ohio,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31019/index.m3u8
Bally Sports Ohio Cincinnati,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31022/index.m3u8
Bally Sports Ohio Cleveland,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31030/index.m3u8
Bally Sports Oklahoma,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31008/index.m3u8
Bally Sports San Diego,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31031/index.m3u8
Bally Sports San Diego Plus,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31032/index.m3u8
Bally Sports SoCal Plus,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31034/index.m3u8
Bally Sports Southeast,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31035/index.m3u8
Bally Sports Southwest Alternate,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31036/index.m3u8
Bally Sports Southwest Plus,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31039/index.m3u8
Bally Sports Sun,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31041/index.m3u8
Bally Sports West,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31043/index.m3u8
Bally Sports West Plus,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31044/index.m3u8
Bally Sports Wisconsin,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31046/index.m3u8
Bally Sports Wisconsin Plus,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31047/index.m3u8
beIN Sports,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31048/index.m3u8
beIN Sports 2,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31049/index.m3u8
beIN Sports 3,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31050/index.m3u8
beIN Sports 4,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31051/index.m3u8
beIN Sports 5,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31052/index.m3u8
beIN Sports 6,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31053/index.m3u8
beIN Sports 7,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31054/index.m3u8
beIN Sports USA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31055/index.m3u8
SPECTRUM SPORTSNET,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/11108/index.m3u8
Sportsnet 360 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6462/index.m3u8
Sportsnet East HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6477/index.m3u8
Sportsnet ONE HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6438/index.m3u8
Sportsnet Ontario HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6439/index.m3u8
Sportsnet Pacific HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6479/index.m3u8
Sportsnet West HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6478/index.m3u8
TSN 1 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6521/index.m3u8
TSN 2 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6492/index.m3u8
TSN 3 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6522/index.m3u8
TSN 4 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6445/index.m3u8
Monumental Sports Network,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31056/index.m3u8

Spectrum,#genre#
[Spectrum] A&E HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30001/index.m3u8
[Spectrum] American Heroes Channel HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30007/index.m3u8
[Spectrum] AXS TV HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30011/index.m3u8
[Spectrum] BabyFirst TV HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30012/index.m3u8
[Spectrum] BBC World News HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30014/index.m3u8
[Spectrum] beIN SPORTS Espanol HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30015/index.m3u8
[Spectrum] beIN SPORTS HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30016/index.m3u8
[Spectrum] BET Her HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30018/index.m3u8
[Spectrum] Bravo HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30024/index.m3u8
[Spectrum] Cars.TV HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30030/index.m3u8
[Spectrum] Cheddar News HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30035/index.m3u8
[Spectrum] Comedy Central HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30044/index.m3u8
[Spectrum] Cooking Channel HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30045/index.m3u8
[Spectrum] Crime & Investigation HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30046/index.m3u8
[Spectrum] C-SPAN 2 HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30026/index.m3u8
[Spectrum] C-SPAN 3 HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30027/index.m3u8
[Spectrum] C-SPAN HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30028/index.m3u8
[Spectrum] Destination America HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30051/index.m3u8
[Spectrum] Discovery Channel HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30052/index.m3u8
[Spectrum] Discovery Family HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30055/index.m3u8
[Spectrum] Discovery Life HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30056/index.m3u8
[Spectrum] E! HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30060/index.m3u8
[Spectrum] ESPN Deportes HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30063/index.m3u8
[Spectrum] ESPNews HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30066/index.m3u8
[Spectrum] ESPNU HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30067/index.m3u8
[Spectrum] Flix HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30071/index.m3u8
[Spectrum] FOX Deportes HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30075/index.m3u8
[Spectrum] Fox News Channel HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30076/index.m3u8
[Spectrum] Fox Sports 2 HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30078/index.m3u8
[Spectrum] Fuse HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30081/index.m3u8
[Spectrum] FX HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30082/index.m3u8
[Spectrum] FYI HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30085/index.m3u8
[Spectrum] Golf Channel HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30089/index.m3u8
[Spectrum] GSN HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30091/index.m3u8
[Spectrum] HDNet Movies HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30102/index.m3u8
[Spectrum] History HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30105/index.m3u8
[Spectrum] HSN HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30109/index.m3u8
[Spectrum] HSN2 HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30110/index.m3u8
[Spectrum] i24 News HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30111/index.m3u8
[Spectrum] Jewelry TV HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30119/index.m3u8
[Spectrum] Justice Central HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30120/index.m3u8
[Spectrum] Lifetime HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30122/index.m3u8
[Spectrum] LMN HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30124/index.m3u8
[Spectrum] Logo HD East,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30126/index.m3u8
[Spectrum] Movieplex HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30142/index.m3u8
[Spectrum] MTV2 HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31002/index.m3u8
[Spectrum] Newsmax TV HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31009/index.m3u8
[Spectrum] NFL Network HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31011/index.m3u8
[Spectrum] NFL Redzone HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31012/index.m3u8
[Spectrum] Nick Jr HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31014/index.m3u8
[Spectrum] Nicktoons  HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31016/index.m3u8
[Spectrum] Outdoor Channel HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31018/index.m3u8
[Spectrum] Ovation TV HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31020/index.m3u8
[Spectrum] OWN HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31021/index.m3u8
[Spectrum] PAC-12 Arizona HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31023/index.m3u8
[Spectrum] PAC-12 Bay Area HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31024/index.m3u8
[Spectrum] PAC-12 Los Angeles HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31025/index.m3u8
[Spectrum] PAC-12 Mountain HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31026/index.m3u8
[Spectrum] PAC-12 Oregon HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31027/index.m3u8
[Spectrum] PAC-12 Washington HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31028/index.m3u8
[Spectrum] Paramount Network HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31029/index.m3u8
[Spectrum] Pets.TV HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31033/index.m3u8
[Spectrum] QVC HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31037/index.m3u8
[Spectrum] QVC2 HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31038/index.m3u8
[Spectrum] Recipe.TV HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31040/index.m3u8
[Spectrum] RetroPlex HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31042/index.m3u8
[Spectrum] Science Channel HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31045/index.m3u8
[Spectrum] Smithsonian Channel HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31061/index.m3u8
[Spectrum] SPECTRUM NEWS - NY1,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/30148/index.m3u8
